,armorDestroy,elapsedTime,itemAttach,itemDetach,itemDrop,itemEquip,itemPickup,itemUnequip,playerAttack,playerKill,playerPosition,playerTakeDamage,swim,swimEnd,swimStart,t,vehicleDestroy,vehicleLeave,vehicleRide,x,y,z
1527979151.559,,,,,,,,,,<playerKill.playerKill object at 0x000001B476DFB320>,,,0.0,,,1527979151.559,,,,570775.5625,388565.5625,1443.6099853515625
1527979158.064,,118.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477957940>,,0.0,,,1527979158.064,,,,569419.5,388338.34375,1463.8299560546875
1527979167.075,,,<itemAttach.itemAttach object at 0x000001B476BB2128>,,,,,,,,,,0.0,,,1527979167.075,,,,568274.25,387351.34375,1462.4000244140625
1527979167.0751,,,,,,,<itemPickup.itemPickup object at 0x000001B47712D400>,,,,,,0.0,,,1527979167.0751,,,,568274.25,387351.34375,1462.4000244140625
1527979168.086,,128.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B47795AB70>,,0.0,,,1527979168.086,,,,568272.5625,387362.5625,1463.260009765625
1527979178.067,,138.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477960DA0>,,0.0,,,1527979178.067,,,,570826.5625,388515.1875,1454.409912109375
1527979188.117,,147.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477965EF0>,,0.0,,,1527979188.117,,,,573602.25,383371.1875,1452.6300048828125
1527979195.957,,,,,,,<itemPickup.itemPickup object at 0x000001B4771522B0>,,,,,,0.0,,,1527979195.957,,,,574723.4375,382181.5625,1461.52001953125
1527979196.676,,,,,,<itemEquip.itemEquip object at 0x000001B476E881D0>,,,,,,,0.0,,,1527979196.676,,,,574723.4375,382181.5625,1461.52001953125
1527979196.677,,,,,,,<itemPickup.itemPickup object at 0x000001B477152550>,,,,,,0.0,,,1527979196.677,,,,574723.4375,382181.5625,1461.52001953125
1527979198.132,,157.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477969FD0>,,0.0,,,1527979198.132,,,,574573.125,382294.5,1461.510009765625
1527979208.135,,167.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B47796E1D0>,,0.0,,,1527979208.135,,,,574401.875,382169.0,1433.510009765625
1527979217.558,,,,,,<itemEquip.itemEquip object at 0x000001B476E8DE48>,,,,,,,0.0,,,1527979217.558,,,,574303.8125,381127.40625,1428.010009765625
1527979217.5581,,,,,,,<itemPickup.itemPickup object at 0x000001B47716E710>,,,,,,0.0,,,1527979217.5581,,,,574303.8125,381127.40625,1428.010009765625
1527979218.091,,177.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477973128>,,0.0,,,1527979218.091,,,,574360.1875,381071.5,1450.8499755859375
1527979220.304,,,<itemAttach.itemAttach object at 0x000001B476BC28D0>,,,,,,,,,,0.0,,,1527979220.304,,,,574367.25,381007.5,1451.0299072265625
1527979220.3040998,,,,,,,<itemPickup.itemPickup object at 0x000001B47716ECC0>,,,,,,0.0,,,1527979220.3040998,,,,574367.25,381007.5,1451.0299072265625
1527979227.21,,,,,,,<itemPickup.itemPickup object at 0x000001B4771766A0>,,,,,,0.0,,,1527979227.21,,,,574278.625,381326.21875,1452.97998046875
1527979228.08,,186.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B4779791D0>,,0.0,,,1527979228.08,,,,574278.625,381326.21875,1452.97998046875
1527979238.056,,196.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B47797CF60>,,0.0,,,1527979238.056,,,,574323.875,380352.625,1456.0999755859375
1527979248.073,,206.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477982E10>,,0.0,,,1527979248.073,,,,572391.6875,379176.9375,1453.1400146484375
1527979254.646,,,,,,,,,<playerAttack.playerAttack object at 0x000001B4775552E8>,,,,0.0,,,1527979254.646,,,,571534.875,378505.15625,1425.1400146484375
1527979257.227,,,,,,,,,,,,<playerTakeDamage.playerTakeDamage object at 0x000001B477D30048>,0.0,,,1527979257.227,,,,571831.0,378938.34375,1453.1400146484375
1527979257.305,,,,,,,,,,,,<playerTakeDamage.playerTakeDamage object at 0x000001B477D34160>,0.0,,,1527979257.305,,,,571835.625,378946.90625,1453.1400146484375
1527979257.413,,,,,,,,,,,,<playerTakeDamage.playerTakeDamage object at 0x000001B477D341D0>,0.0,,,1527979257.413,,,,571836.9375,378949.34375,1453.1400146484375
1527979257.534,,,,,,,,,<playerAttack.playerAttack object at 0x000001B477555C18>,,,,0.0,,,1527979257.534,,,,571836.9375,378949.34375,1453.1400146484375
1527979258.094,,216.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B477987CC0>,,0.0,,,1527979258.094,,,,571768.75,378878.0625,1453.1400146484375
1527979266.752,,,,,,,,,<playerAttack.playerAttack object at 0x000001B4775594E0>,,,,0.0,,,1527979266.752,,,,571634.75,378488.28125,1453.1400146484375
1527979268.068,,226.0,,,,,,,,,<playerPosition.playerPosition object at 0x000001B47798CB38>,,0.0,,,1527979268.068,,,,571342.125,378437.59375,1453.1400146484375
1527979269.276,,,,,,,,,,,,<playerTakeDamage.playerTakeDamage object at 0x000001B477D342B0>,0.0,,,1527979269.276,,,,570903.6875,378850.1875,1453.260009765625
1527979269.702,,,,,,,,,<playerAttack.playerAttack object at 0x000001B4775598D0>,,,,0.0,,,1527979269.702,,,,570849.875,378829.5625,1453.260009765625
1527979270.042,,,,,,,,,<playerAttack.playerAttack object at 0x000001B477559CC0>,,,,0.0,,,1527979270.042,,,,570806.625,378792.03125,1453.260009765625
1527979270.251,,,,,,,,,,,,<playerTakeDamage.playerTakeDamage object at 0x000001B477D34630>,0.0,,,1527979270.251,,,,570736.375,378751.75,1453.260009765625
1527979270.253,,,,<itemDetach.itemDetach object at 0x000001B476CB5588>,,,,,,,,,0.0,,,1527979270.253,,,,570736.375,378751.75,1453.260009765625
1527979270.2531,,,,<itemDetach.itemDetach object at 0x000001B476CB5630>,,,,,,,,,0.0,,,1527979270.2531,,,,570736.375,378751.75,1453.260009765625
1527979270.295,,,,,,,,,<playerAttack.playerAttack object at 0x000001B4775600B8>,,,,0.0,,,1527979270.295,,,,570736.375,378751.75,1453.260009765625
1527979330.295,,,,,,,,<itemUnequip.itemUnequip object at 0x000001B4770035C0>,,,,,0.0,,,1527979330.295,,,,570736.375,378751.75,1453.260009765625
1527979330.2951,,,,,,,,<itemUnequip.itemUnequip object at 0x000001B4770036A0>,,,,,0.0,,,1527979330.2951,,,,570736.375,378751.75,1453.260009765625
1527979330.2952,,,,,,,,<itemUnequip.itemUnequip object at 0x000001B4770037B8>,,,,,0.0,,,1527979330.2952,,,,570736.375,378751.75,1453.260009765625
1527979330.2953,,,,,,,,<itemUnequip.itemUnequip object at 0x000001B477003898>,,,,,0.0,,,1527979330.2953,,,,570736.375,378751.75,1453.260009765625
1527979330.2954001,,,,,,,,<itemUnequip.itemUnequip object at 0x000001B477003940>,,,,,0.0,,,1527979330.2954001,,,,570736.375,378751.75,1453.260009765625
